eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
ES_26,OS_29,OS,Marche,MC,CASTELSANTANGELO SUL NERA,,,Messa in sicurezza Dissesto da crollo Vallinfante,COMUNE CASTELSANTANGELO NERA,2166507.77,FA_9 - Collaudo,,043010
ES_115,OS_30,OS,Marche,MC,CASTELRAIMONDO,,,Realizzazione Bretella di collegamento Rotonda Via Lapidoso - Strada Settempedana & Recupero Cavalcavia Via Lapidoso,COMUNE CASTELRAIMONDO,3450000.0,FA_4 - Progetto definitivo / pfte approvato,,043009
ES_111,OS_30,OS,Marche,MC,MOGLIANO,E12C19000120001,,Casa di Riposo comunale di Santa Colomba,COMUNE MOGLIANO,6510927.88,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E12C19000120001,043025
ES_112,OS_30,OS,Marche,MC,MOGLIANO,E14C19000680001,,"Recupero e miglioramento sismico Palazzo comunale ""Palazzo Ex Forti""",COMUNE MOGLIANO,3311766.94,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14C19000680001,043025
ES_113,OS_30,OS,Marche,MC,MOGLIANO,E14F18000880001,,Recupero e miglioramento sismico Chiesa di Santa Maria di Piazza,COMUNE MOGLIANO,1285000.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14F18000880001,043025
ES_114,OS_30,OS,Marche,FM,MONTELPARO,,,Ristrutturazione Edificio polifunzionale di Via Risorgimento,COMUNE MONTELPARO,1250000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,109020
ES_880,OS_31,OS,Marche,AP,Acquasanta Terme,F63I17000010001,,Scuola Berardo Tucci,Comune di Acquasanta Terme,2170000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F63I17000010001,044001
ES_956,OS_31,OS,Marche,AP,Acquaviva Picena,,,Scuola De Carolis - Primaria e Secondaria,Comune di Acquaviva Picena,3480000.0,FA_4 - Progetto definitivo / pfte approvato,,044002
ES_535,OS_31,OS,Abruzzo,PE,Alanno,C31B20001040001,,"ADEGUAMENTO SISMICO I.T.A. “PIETRO CUPPARI”",Provincia di Pescara,1872283.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B20001040001,068002
ES_536,OS_31,OS,Abruzzo,PE,Alanno,C31B20001060001,,"ADEGUAMENTO SISMICO PALESTRA I.T.A. “PIETRO CUPPARI” DI ALANNO",Provincia di Pescara,572066.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B20001060001,068002
ES_822,OS_31,OS,Marche,FM,Amandola,C29J21049490001,,"ITC 'E.MATTEI' di AMANDOLA - CORPO PALESTRA E CORPO SPOGLIATOI-DEPOSITO",Provincia di Fermo,684285.0,FA_0 - Rup non nominato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C29J21049490001,109002
ES_881,OS_31,OS,Marche,FM,Amandola,C28E18000030003,,"ISTITUTO TECNICO COMMERCIALE ""E. MATTEI""",Provincia di Fermo,2169000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C28E18000030003,109002
ES_741,OS_31,OS,LAZIO,RI,Amatrice,C75E17000080001,,Centro di formazione professionale Alberghiero,USR Lazio,7384460.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C75E17000080001,057002
ES_767,OS_31,OS,LAZIO,RI,Antrodoco,C88E17000150001,,"Palestra Scuola Secondaria di I° grado L.Mannetti",USR Lazio,1954563.84,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C88E17000150001,057003
ES_768,OS_31,OS,LAZIO,RI,Antrodoco,I87B19000090001,,Locale Caldaia a servizio della Scuola Elementare di Antrodoco,Comune di Antrodoco,73686.36,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I87B19000090001,057003
ES_769,OS_31,OS,LAZIO,RI,Antrodoco,,,Lavori di adeguamento sismico della scuola media Mannetti in Via Lungovelino 1.,Comune di Antrodoco,200000.0,FA_8 - Fine Lavori,,057003
ES_882,OS_31,OS,Marche,MC,Apiro,H55E17000010001,,Scuola Elementare E. Mestica,Comune di Apiro,1989000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H55E17000010001,043002
ES_958,OS_31,OS,Marche,MC,Apiro,,,PALESTRA ISTITUTO COMPRENSIVO COLDIGIOCO,Comune di Apiro,40000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,,043002
ES_883,OS_31,OS,Marche,MC,Appignano,J63H19000620001,,SCUOLA SECONDARIA DI PRIMO GRADO ISTITUTO COMPRENSIVO LUCA DELLA ROBBIA,Comune di Appignano,2200000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J63H19000620001,043003
ES_823,OS_31,OS,Marche,AP,Ascoli Piceno,C31B21006080001,,Asilo Nido Lo Scarabocchio,Comune di Ascoli Piceno,1050000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B21006080001,044007
ES_824,OS_31,OS,Marche,AP,Ascoli Piceno,C31B21006090001,,Scuola Primaria Falcone e Borsellino (parte in muratura),Comune di Ascoli Piceno,1120000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B21006090001,044007
ES_825,OS_31,OS,Marche,AP,Ascoli Piceno,C31B21011100001,,SCUOLA DI ARCHITETTURA E DESIGN E. VITTORIA (SEDE DEL CASTELLANO),Comune di Ascoli Piceno,2167900.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B21011100001,044007
ES_826,OS_31,OS,Marche,AP,Ascoli Piceno,C31B21006160001,,"SEDE FACOLTA' CONSERVAZIONE BENI CULTURALI",Comune di Ascoli Piceno,1337000.0,FA_0 - Rup non nominato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B21006160001,044007
ES_827,OS_31,OS,Marche,AP,Ascoli Piceno,I31B21003250001,,"LICEO SCENTIFICO STATALE 'A. ORSINI' - CORPO B",Provincia di Ascoli Piceno,1750000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I31B21003250001,044007
ES_828,OS_31,OS,Marche,AP,Ascoli Piceno,I31B21003260001,,"LICEO SCIENTIFICO STATALE 'A. ORSINI' - CORPO A",Provincia di Ascoli Piceno,700000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I31B21003260001,044007
ES_829,OS_31,OS,Marche,AP,Ascoli Piceno,I33H19000420001,,ITIS MAZZOCCHI,Provincia di Ascoli Piceno,720300.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I33H19000420001,044007
ES_830,OS_31,OS,Marche,AP,Ascoli Piceno,C32C21001310001,,"SCUOLA DI ARCHITETTURA E DESIGN E. VITTORIA (CONVENTO DELL'ANNUNZIATA)",Comune di Ascoli Piceno,1669150.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C32C21001310001,044007
ES_831,OS_31,OS,Marche,AP,Ascoli Piceno,I31B21003350001,,Istituto tecnico industriale E. Fermi - Corpo C e Corpo D,Provincia di Ascoli Piceno,3200000.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I31B21003350001,044007
ES_832,OS_31,OS,Marche,AP,Ascoli Piceno,I32E19000010001,,I.T.A. Agrario,Provincia di Ascoli Piceno,4052800.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I32E19000010001,044007
ES_884,OS_31,OS,Marche,AP,Ascoli Piceno,I35E17000000003,,Istituto Magistrale Trebbiani,Provincia di Ascoli Piceno,9504085.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I35E17000000003,044007
ES_885,OS_31,OS,Marche,AP,Ascoli Piceno,I38E18000300001,,IPSIA SACCONI,Provincia di Ascoli Piceno,2921100.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I38E18000300001,044007
ES_886,OS_31,OS,Marche,AP,Ascoli Piceno,I37B18000360001,,"LICEO SCIENTIFICO STATALE ""ORSINI"" - CORPO A",Provincia di Ascoli Piceno,1622250.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I37B18000360001,044007
ES_887,OS_31,OS,Marche,AP,Ascoli Piceno,I37B18000350001,,ISTITUTO TECNICO COMMERCIALE UMBERTO PRIMO,Provincia di Ascoli Piceno,4773924.3,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I37B18000350001,044007
ES_888,OS_31,OS,Marche,AP,Ascoli Piceno,I38E18000310001,,IPSIA SACCONI SUCCURSALE IN VIA FALERIA,Provincia di Ascoli Piceno,2363900.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I38E18000310001,044007
ES_889,OS_31,OS,Marche,AP,Ascoli Piceno,I38E18000350001,,"ISTITUTO D'ARTE LICINI",Provincia di Ascoli Piceno,3300000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I38E18000350001,044007
ES_890,OS_31,OS,Marche,AP,Ascoli Piceno,I38E18000630001,,ISTITUO AGRARIO GELSO ULPIANI - AULADIDATTICA E ABITAZIONE CUSTODE,Provincia di Ascoli Piceno,1110000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I38E18000630001,044007
ES_959,OS_31,OS,Marche,AP,Ascoli Piceno,,,ISTITUTO TECNICO AGRARIO C. ULPIANI,Provincia di Ascoli Piceno,2430000.0,FA_0 - Rup non nominato,,044007
ES_960,OS_31,OS,Marche,AP,Ascoli Piceno,,,ISTITUTO TECNICO INDUSTRIALE FERMI,Provincia di Ascoli Piceno,1753000.0,FA_1 - Rup nominato e cronoprogramma condiviso,,044007
ES_962,OS_31,OS,Marche,AP,Ascoli Piceno,C33H18000130006,,ISC Don Giussani (Monticelli),Comune di Ascoli Piceno,6186643.78,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C33H18000130006,044007
ES_963,OS_31,OS,Marche,AP,Ascoli Piceno,,,PALESTRA E SCUOLA MATERNA SAN FILIPPO,Comune di Ascoli Piceno,2190000.0,FA_3 - Incarico di progettazione affidato,,044007
ES_964,OS_31,OS,Marche,AP,Ascoli Piceno,,,Scuola regionale di formazione anche succursale IPSIA,Provincia di Ascoli Piceno,1090000.0,FA_5 - Progetto esecutivo approvato,,044007
ES_965,OS_31,OS,Marche,AP,Ascoli Piceno,,,Scuola Primaria di Poggio di Bretta,Comune di Ascoli Piceno,1138947.7,FA_9 - Collaudo,,044007
ES_966,OS_31,OS,Marche,AP,Ascoli Piceno,,,LICEO CLASSICO,Provincia di Ascoli Piceno,877000.0,FA_1 - Rup nominato e cronoprogramma condiviso,,044007
ES_967,OS_31,OS,Marche,AP,Ascoli Piceno,,,SCUOLA DON BOSCO - SAN FILIPPO,Comune di Ascoli Piceno,4100000.0,FA_3 - Incarico di progettazione affidato,,044007
ES_968,OS_31,OS,Marche,AP,Ascoli Piceno,C32E20000200001,,"POLO SCOLASTICO ""CECI""",Comune di Ascoli Piceno,4500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C32E20000200001,044007
ES_969,OS_31,OS,Marche,AP,Ascoli Piceno,,,"NUOVO POLO MASSIMO D'AZEGLIO",Comune di Ascoli Piceno,6000000.0,FA_3 - Incarico di progettazione affidato,,044007
ES_970,OS_31,OS,Marche,AP,Ascoli Piceno,,,SCUOLA ELEMENTARE E MATERNA MALASPINA,Comune di Ascoli Piceno,5440193.23,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,044007
ES_971,OS_31,OS,Marche,AP,Ascoli Piceno,,,SCUOLA ELEMENTARE MIMMO CAGNUCCI,Comune di Ascoli Piceno,1608103.38,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,044007
ES_972,OS_31,OS,Marche,AP,Ascoli Piceno,,,"SCUOLA INFANZIA PRIMARIA ""TOFARE""",Comune di Ascoli Piceno,2002441.43,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,044007
ES_973,OS_31,OS,Marche,AP,Ascoli Piceno,,,SCUOLA PRIMARIA DON GIUSSANI,Comune di Ascoli Piceno,4500000.0,FA_4 - Progetto definitivo / pfte approvato,,044007
ES_974,OS_31,OS,Marche,AP,Ascoli Piceno,,,POLO SCOLASTICO CANTALAMESSA,Comune di Ascoli Piceno,3200000.0,FA_4 - Progetto definitivo / pfte approvato,,044007
ES_612,OS_31,OS,UMBRIA,PG,Assisi,J71B21002780001,,"ITCG ""R. Bonghi"" – Blocco A_Miglioramento sismico",Provincia di Perugia,445200.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J71B21002780001,054001
ES_613,OS_31,OS,UMBRIA,PG,Assisi,J71B21002790001,,"IPALB – sede via Eremo delle carceri",Provincia di Perugia,2460500.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J71B21002790001,054001
ES_614,OS_31,OS,UMBRIA,PG,Assisi,J72C21001810001,,Convitto nazionale Principe di Napoli - Edificio 3 - Blocco B2 Palestra,Provincia di Perugia,366800.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J72C21001810001,054001
ES_615,OS_31,OS,UMBRIA,PG,Assisi,J72C21001820001,,"Convitto nazionale Principe di Napoli – Edificio 2 - Blocco B",Provincia di Perugia,1596640.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J72C21001820001,054001
ES_616,OS_31,OS,UMBRIA,PG,Assisi,J72C21001830001,,"Convitto nazionale Principe di Napoli – Edificio 4 - Tunnel di collegamento",Provincia di Perugia,206720.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J72C21001830001,054001
ES_617,OS_31,OS,UMBRIA,PG,Assisi,J72C21001840001,,"Convitto nazionale Principe di Napoli – Edificio 5 – Blocco D",Provincia di Perugia,1436400.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J72C21001840001,054001
ES_667,OS_31,OS,UMBRIA,PG,Assisi,G74I20000260001,,Adeguanmento sismico IPALB San Benedetto_All2,Comune di Assisi,1610000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G74I20000260001,054001
ES_668,OS_31,OS,UMBRIA,PG,Assisi,G78C18000110002,,Adeguanmento sismico Ex Icap - sede universitaria_ All3,Comune di Assisi,2315000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G78C18000110002,054001
ES_802,OS_31,OS,UMBRIA,PG,Assisi,G78E18000170003,,Scuola Primaria S. Antonio,Comune di Assisi,1054000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G78E18000170003,054001
ES_537,OS_31,OS,Abruzzo,TE,Atri,E32C21000950001,,edificio scolastico - IPSIA Zoli,Provincia di Teramo,1494054.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E32C21000950001,067004
ES_538,OS_31,OS,Abruzzo,TE,Atri,E32C21000960001,,edificio scolastico - ITC Zoli,Provincia di Teramo,2242745.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E32C21000960001,067004
ES_539,OS_31,OS,Abruzzo,TE,Atri,E32C21000970001,,edificio scolastico - Polo Illuminati di Atri,Provincia di Teramo,9000776.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E32C21000970001,067004
ES_833,OS_31,OS,Marche,AN,Barbara,H53D21001470001,,"Scuola infanzia 'Arcobaleno' e primaria 'A.Fiorini' - Messa in sicurezza/Miglioramento/Adeguamento sismico edificio scolastico di Via delle Mura.",Comune di Barbara,1750000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H53D21001470001,042004
ES_743,OS_31,OS,UMBRIA,PG,Bastia Umbra,I88E17000030001,,"Scuola media ""Colomba Antonietti"" - Palestra",USR Umbria,618650.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I88E17000030001,054002
ES_891,OS_31,OS,Marche,FM,Belmonte Piceno,I37B20002710005,,"Scuola d'Infanzia e Primaria G.Cestoni",Comune di Belmonte Piceno,953000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I37B20002710005,109003
ES_618,OS_31,OS,UMBRIA,PG,Bevagna,B12C21000750001,,"Scuola Secondario I° Grado ""Ciro Trabalza""",Comune di Bevagna,1905624.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B12C21000750001,054004
ES_791,OS_31,OS,UMBRIA,PG,Bevagna,I19F17000090001,,"Scuola primaria ""S. Francesco""",USR Umbria,1900665.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I19F17000090001,054004
ES_581,OS_31,OS,LAZIO,VT,Blera,C13H18000130001,,Scuola Primaria,Comune di Blera,0.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C13H18000130001,056007
ES_835,OS_31,OS,Marche,MC,Bolognola,I89J18000310001,,"EX SCUOLA DESTINATA A ASILO NIDO, BIBLIOTECA, LUDOTECA",Comune di Bolognola,1540000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I89J18000310001,043005
ES_770,OS_31,OS,LAZIO,RI,Borgo Velino,C48E17000030001,,Palestra della Scuola Primaria Dante Alighieri,USR Lazio,643000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C48E17000030001,057008
ES_976,OS_31,OS,Marche,PU,Cagli,,,ISTITUTO COMPRENSIVO STATALE F.M.TOCCI,Comune di Cagli,1340426.2,FA_1 - Rup nominato e cronoprogramma condiviso,,041007
ES_977,OS_31,OS,Marche,PU,Cagli,,,ISTITUTO COMPRENSIVO STATALE F.M.TOCCI AULE,Comune di Cagli,4024775.36,FA_1 - Rup nominato e cronoprogramma condiviso,,041007
ES_836,OS_31,OS,Marche,MC,Camerino,F11B21002780001,,LICEO CLASSICO E SCIENTIFICO,Provincia di Macerata,2706550.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F11B21002780001,043007
ES_837,OS_31,OS,Marche,MC,Camerino,F11B21002790001,,LABORATORIO DEI MATERIALI SCUOLA ITCG ANTINORI PROVINCIA MACERATA CORPO A e B,Provincia di Macerata,600495.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F11B21002790001,043007
ES_979,OS_31,OS,Marche,MC,Camerino,,,Demolizione Ex Scuola Betti,Comune di Camerino,1250000.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,043007
ES_980,OS_31,OS,Marche,MC,Camerino,,,PALAZZO RIBECHI,"Università di Camerino",1082715.0,FA_7 - Inizio Lavori,,043007
ES_981,OS_31,OS,Marche,MC,Camerino,,,Polo studenti Ex Magistrali,"Università di Camerino",1500000.0,FA_9 - Collaudo,,043007
ES_982,OS_31,OS,Marche,MC,Camerino,,,San Domenico,"Università di Camerino",9544298.4,FA_7 - Inizio Lavori,,043007
ES_983,OS_31,OS,Marche,MC,Camerino,,,Palazzo Battibocca,"Università di Camerino",5268582.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,043007
ES_984,OS_31,OS,Marche,MC,Camerino,F17H19000200001,,Polo Scolastico ITCG e Liceo Sportivo e Socio Pedagogico - Blocco Palestra,Provincia di Macerata,532276.37,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F17H19000200001,043007
ES_985,OS_31,OS,Marche,MC,Camerino,,,Polo Scolastico ITCG e Liceo Sportivo e Socio Pedagogico - Blocco Aula Magna,Provincia di Macerata,675067.54,FA_7 - Inizio Lavori,,043007
ES_986,OS_31,OS,Marche,MC,Camerino,,,Polo Scolastico ITCG e Liceo Sportivo e Socio Pedagogico - Blocco Aule,Provincia di Macerata,2670000.0,FA_3 - Incarico di progettazione affidato,,043007
ES_987,OS_31,OS,Marche,MC,Camerino,,,IPIA POCOGNONI,Provincia di Macerata,1000000.0,FA_3 - Incarico di progettazione affidato,,043007
ES_989,OS_31,OS,Marche,MC,Camerino,,,COLLEGIO FAZZINI,"Università di Camerino",7980120.4,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,043007
ES_990,OS_31,OS,Marche,MC,Camerino,,,Edificio Granelli,"Università di Camerino",4313616.6,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",,043007
ES_992,OS_31,OS,Marche,MC,Camerino,,,Palazzo Da Varano,"Università di Camerino",13251840.0,FA_4 - Progetto definitivo / pfte approvato,,043007
ES_540,OS_31,OS,Abruzzo,TE,Campli,E72C21000680001,,SCUOLA INFANZIA CASTELNUOVO,Comune di Campli,1328670.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E72C21000680001,067008
ES_541,OS_31,OS,Abruzzo,TE,Campli,E72C21000690001,,SCUOLA PRIMARIA CAMPOVALANO,Comune di Campli,664335.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E72C21000690001,067008
